ACCOUNT_ID,Type,COUNTRY,PRODUCT,MONTH,UNIT_SALES (in Million $),Per Unit Expense,TOTAL_EXPENSE (in Million $),SALESFORCE_EXPENSE (in Million $),DIGITAL_EXPENSE (in Million $)
376321,Medium,COUNTRY 1,Drug_2,01-05-2014,33.6547693,4.214440846,7.985583504,3.946315954,3.034589026
376321,Medium,COUNTRY 1,Drug_2,01-06-2014,28.02935225,3.386256684,8.277385582,3.999644909,2.674111158
376321,Medium,COUNTRY 1,Drug_2,01-07-2014,68.16979131,6.302098543,10.81699863,6.109885883,4.056557583
376321,Medium,COUNTRY 1,Drug_2,01-08-2014,20.37357603,2.046526559,9.955197476,5.321673444,3.793552336
376321,Medium,COUNTRY 1,Drug_2,01-09-2014,17.78505248,1.831143493,9.712538942,5.169822391,3.361709152
376321,Medium,COUNTRY 1,Drug_2,01-10-2014,33.19343914,3.948605052,8.406371036,4.718767611,3.200591931
376321,Medium,COUNTRY 1,Drug_2,01-11-2014,18.90699386,2.81362162,6.719806858,3.097935905,2.636806568
376321,Medium,COUNTRY 1,Drug_2,01-12-2014,21.56338065,3.410168015,6.323260484,3.111145364,1.933876134
376321,Medium,COUNTRY 1,Drug_2,01-01-2015,29.49708182,3.50351136,8.419291046,4.670253121,3.173593944
376321,Medium,COUNTRY 1,Drug_2,01-02-2015,35.08690691,4.286951914,8.184581402,3.956146286,3.237251192
376321,Medium,COUNTRY 1,Drug_2,01-03-2015,28.18346392,3.345041779,8.425444517,4.86283764,3.274788558
376321,Medium,COUNTRY 1,Drug_2,01-04-2015,14.50567932,2.185274527,6.637920838,3.928975702,2.399747013
376321,Medium,COUNTRY 1,Drug_2,01-05-2015,26.14272283,3.624513179,7.212754249,3.344521463,2.138748821
376321,Medium,COUNTRY 1,Drug_2,01-06-2015,20.75793103,4.06449314,5.107138901,2.234140647,1.813301996
376321,Medium,COUNTRY 1,Drug_2,01-07-2015,21.707984,1.719202227,12.6267775,6.863643295,4.585722672
376321,Medium,COUNTRY 1,Drug_2,01-08-2015,69.62271752,5.832121835,11.93780231,6.306393024,4.523428217
376321,Medium,COUNTRY 1,Drug_2,01-09-2015,39.02908232,2.782237935,14.02794557,7.533849437,5.303176093
376321,Medium,COUNTRY 1,Drug_2,01-10-2015,26.2031977,3.085735205,8.491719463,4.208248277,2.988216087
376321,Medium,COUNTRY 1,Drug_2,01-11-2015,41.63343215,4.132828919,10.07383392,5.072253305,3.745332664
376321,Medium,COUNTRY 1,Drug_2,01-12-2015,26.38881254,2.741447201,9.625869333,5.696114477,3.174944281
376321,Medium,COUNTRY 1,Drug_2,01-01-2016,71.21150201,4.289421367,16.60165694,9.108440361,6.606245558
376321,Medium,COUNTRY 1,Drug_2,01-02-2016,41.96247339,2.676411561,15.67863254,8.789823989,5.392206811
376321,Medium,COUNTRY 1,Drug_2,01-03-2016,54.58809806,3.41392327,15.98984328,8.620173203,6.080132777
376321,Medium,COUNTRY 1,Drug_2,01-04-2016,66.33700916,4.893887806,13.55507355,7.70993342,5.003435619
376321,Medium,COUNTRY 1,Drug_2,01-05-2016,39.86601412,2.632432483,15.14417345,9.065488252,5.585093092
376321,Medium,COUNTRY 1,Drug_2,01-06-2016,39.92308465,2.543211624,15.69790114,8.899429437,5.49757777
376321,Medium,COUNTRY 1,Drug_2,01-07-2016,25.87696235,3.685088807,7.022072928,3.728319085,2.604950389
376321,Medium,COUNTRY 1,Drug_2,01-08-2016,14.50567932,1.934399714,7.49880142,4.411105912,2.420357138
376321,Medium,COUNTRY 1,Drug_2,01-09-2016,40.83282987,4.833651319,8.447615928,4.443688711,2.843479623
376321,Medium,COUNTRY 1,Drug_2,01-10-2016,14.50567932,3.017885349,4.806570709,2.400386971,1.364908521
376321,Medium,COUNTRY 1,Drug_2,01-11-2016,20.02009789,3.782559492,5.292738404,2.990912073,1.971722202
376321,Medium,COUNTRY 1,Drug_2,01-12-2016,17.52690339,4.008218073,4.372741969,2.533093823,0.977922843
376321,Medium,COUNTRY 1,Drug_2,01-01-2017,33.11243583,4.47031075,7.407188825,3.943705418,2.132778733
376321,Medium,COUNTRY 1,Drug_2,01-02-2017,20.02368625,2.374947178,8.431213308,4.89341558,2.618168256
376321,Medium,COUNTRY 1,Drug_2,01-03-2017,21.61755178,2.57483407,8.39570675,4.971237809,3.077843754
376321,Medium,COUNTRY 1,Drug_2,01-04-2017,36.60406356,3.442333098,10.63350423,5.400492406,3.941710329
376321,Medium,COUNTRY 1,Drug_2,01-05-2017,13.43177107,1.089816834,12.32479684,7.235612046,4.704587408
376321,Medium,COUNTRY 1,Drug_2,01-06-2017,66.1334681,5.203635123,12.70909019,7.088332316,4.885359114
376321,Medium,COUNTRY 1,Drug_2,01-07-2017,33.2717538,4.552786815,7.307997311,4.256002829,2.234260804
376321,Medium,COUNTRY 1,Drug_2,01-08-2017,32.90636856,3.966134606,8.296836045,4.263751781,2.817144655
376321,Medium,COUNTRY 1,Drug_2,01-09-2017,17.02714731,2.29657602,7.414144868,3.576396694,2.178661651
376321,Medium,COUNTRY 1,Drug_2,01-10-2017,18.36880944,5.648869106,3.251767583,1.650687484,1.260313844
376321,Medium,COUNTRY 1,Drug_2,01-11-2017,6.633229646,1.845909961,3.593474105,1.257835557,0.960619769
376321,Medium,COUNTRY 1,Drug_2,01-01-2018,13.43177107,1.505598467,8.921217287,5.339119457,3.455274975
376321,Medium,COUNTRY 1,Drug_2,01-02-2018,32.79257462,3.661304503,8.956527543,4.685923756,3.5010785
376321,Medium,COUNTRY 1,Drug_2,01-03-2018,32.79257462,4.075005817,8.047246088,3.833742656,3.072333341
376321,Medium,COUNTRY 1,Drug_2,01-04-2018,20.02368625,2.485433954,8.056414542,4.195551776,2.637197729
376321,Medium,COUNTRY 1,Drug_2,01-05-2018,39.85893146,5.587564674,7.133506955,3.873788097,2.308072344
376321,Medium,COUNTRY 1,Drug_2,01-06-2018,19.90325311,2.264566026,8.788992186,5.104872977,3.410462702
376321,Medium,COUNTRY 1,Drug_2,01-07-2018,23.12339305,2.498813413,9.253749373,5.532640066,2.98983094
376321,Medium,COUNTRY 1,Drug_2,01-08-2018,32.25499801,3.284079485,9.821625256,5.663959121,3.44170616
376321,Medium,COUNTRY 1,Drug_2,01-09-2018,32.53666348,4.169367299,7.803741226,4.035066036,2.465647468
376321,Medium,COUNTRY 1,Drug_2,01-10-2018,43.95293646,4.928507237,8.918103261,4.9708715,3.099768923
376321,Medium,COUNTRY 1,Drug_1,01-08-2010,47.29317164,5.545438042,8.528302233,4.065477182,2.820422199
376321,Medium,COUNTRY 1,Drug_1,01-09-2010,27.72344399,3.533325015,7.846276204,3.921525605,2.352888605
376321,Medium,COUNTRY 1,Drug_1,01-10-2010,14.97325771,2.013359087,7.4369534,4.084849478,2.311777393
376321,Medium,COUNTRY 1,Drug_1,01-11-2010,21.54499699,2.886693922,7.463554354,3.420927074,2.566800911
376321,Medium,COUNTRY 1,Drug_1,01-12-2010,28.19747372,4.858372486,5.803892929,3.36614236,2.214371947
376321,Medium,COUNTRY 1,Drug_1,01-01-2011,21.86816567,2.978996274,7.340783157,3.659807361,2.847449766
376321,Medium,COUNTRY 1,Drug_1,01-02-2011,21.30526202,4.118915625,5.172541503,3.100740057,2.061678013
376321,Medium,COUNTRY 1,Drug_1,01-03-2011,19.27327082,2.749237619,7.010405608,3.608234435,2.558049122
376321,Medium,COUNTRY 1,Drug_1,01-04-2011,20.75676378,3.478530723,5.967106641,3.376072561,2.368291959
376321,Medium,COUNTRY 1,Drug_1,01-05-2011,12.34303891,1.895717237,6.51101265,3.667195916,1.816299766
376321,Medium,COUNTRY 1,Drug_1,01-06-2011,21.67560677,2.976185196,7.283016797,4.014223271,2.909918444
376321,Medium,COUNTRY 1,Drug_1,01-07-2011,21.6980471,4.599796073,4.717175883,1.879728221,1.079477134
376321,Medium,COUNTRY 1,Drug_1,01-08-2011,8.813657002,1.401748472,6.287616629,3.609443998,2.027358791
376321,Medium,COUNTRY 1,Drug_1,01-09-2011,21.54499699,4.982190819,4.32440221,2.123154484,1.700920296
376321,Medium,COUNTRY 1,Drug_1,01-10-2011,25.85506464,3.014541275,8.576782429,4.231108979,2.657308039
376321,Medium,COUNTRY 1,Drug_1,01-11-2011,21.45000587,2.064757692,10.38863105,5.36057355,3.867189402
376321,Medium,COUNTRY 1,Drug_1,01-12-2011,46.97513125,4.894690284,9.597161112,4.906776745,3.747381673
376321,Medium,COUNTRY 1,Drug_1,01-01-2012,19.15174702,2.682766514,7.138805005,3.350677817,2.280447661
376321,Medium,COUNTRY 1,Drug_1,01-02-2012,28.13249198,4.647068064,6.053815351,3.27898958,1.837881428
376321,Medium,COUNTRY 1,Drug_1,01-03-2012,19.48137186,2.513462366,7.750811041,3.970746622,2.425822021
376321,Medium,COUNTRY 1,Drug_1,01-04-2012,21.46829434,1.894943149,11.3292551,5.969427124,3.859459351
376321,Medium,COUNTRY 1,Drug_1,01-05-2012,35.10862164,3.238377485,10.84142346,5.845642039,3.863417876
376321,Medium,COUNTRY 1,Drug_1,01-06-2012,47.56574477,4.139551691,11.49055461,6.315747826,4.298875041
376321,Medium,COUNTRY 1,Drug_1,01-07-2012,27.93547994,2.639781141,10.58249849,5.258248804,3.94577685
376321,Medium,COUNTRY 1,Drug_1,01-08-2012,35.22373757,3.390731215,10.38824234,6.091757415,4.019508184
376321,Medium,COUNTRY 1,Drug_1,01-09-2012,41.30646309,4.081452178,10.12053095,5.004934397,3.202035123
376321,Medium,COUNTRY 1,Drug_1,01-10-2012,48.23403663,3.737269288,12.90622455,7.555004793,4.723692383
376321,Medium,COUNTRY 1,Drug_1,01-11-2012,33.96016077,2.555695936,13.28802863,7.618776077,4.690055975
376321,Medium,COUNTRY 1,Drug_1,01-12-2012,53.94646001,4.296294029,12.55651025,7.299194995,4.752111339
376321,Medium,COUNTRY 1,Drug_1,01-01-2013,33.6501508,4.517094521,7.449512212,3.881629915,2.705637073
376321,Medium,COUNTRY 1,Drug_1,01-02-2013,25.80974274,3.542033226,7.286702607,4.149856252,2.914197136
376321,Medium,COUNTRY 1,Drug_1,01-03-2013,11.94810745,1.462899166,8.167416953,4.632973787,2.970803457
376321,Medium,COUNTRY 1,Drug_1,01-04-2013,25.78141121,4.00158697,6.442796672,3.345341663,2.397036151
376321,Medium,COUNTRY 1,Drug_1,01-05-2013,26.11928165,3.253990778,8.026845629,4.759293411,2.903848442
376321,Medium,COUNTRY 1,Drug_1,01-06-2013,20.85188457,2.881532978,7.236385885,3.371107088,2.093372134
376321,Medium,COUNTRY 1,Drug_1,01-07-2013,10.05785409,6.011466954,1.673111433,0.051266714,0.506772636
376321,Medium,COUNTRY 1,Drug_1,01-08-2013,5.120924753,1.97558429,2.592106436,1.392578358,0.93601927
376321,Medium,COUNTRY 1,Drug_1,01-11-2013,8.813657002,3.47114044,2.539124289,0.867118366,0.280306088
376321,Medium,COUNTRY 1,Drug_1,01-12-2013,8.065418428,2.265453231,3.560178739,1.215643817,0.689650668
376321,Medium,COUNTRY 1,Drug_1,01-01-2014,8.825809865,2.387630705,3.696471924,1.999624473,1.285512468
376321,Medium,COUNTRY 1,Drug_1,01-02-2014,5.802085792,1.316180511,4.408275113,2.526557373,1.434471088
376321,Medium,COUNTRY 1,Drug_1,01-03-2014,19.37298582,4.306273845,4.498781665,1.883593609,1.675414511
376321,Medium,COUNTRY 1,Drug_1,01-04-2014,10.52400518,2.070658093,5.082444666,2.78248194,1.618750447
376321,Medium,COUNTRY 1,Drug_1,01-05-2014,11.08700163,1.866710622,5.939325304,2.68580113,1.659403577
376321,Medium,COUNTRY 1,Drug_1,01-06-2014,28.43549601,7.047757258,4.034687202,1.563077139,1.604261498
376321,Medium,COUNTRY 1,Drug_1,01-07-2014,12.36724194,2.630610224,4.701282549,2.623599287,1.359720959
376321,Medium,COUNTRY 1,Drug_1,01-08-2014,8.813657002,2.016136209,4.371558312,1.853013546,0.908186494
376321,Medium,COUNTRY 1,Drug_1,01-09-2014,15.53107746,4.092751179,3.794776858,1.83307932,0.645155075
376321,Medium,COUNTRY 1,Drug_1,01-10-2014,11.96768057,2.563356096,4.668754603,2.164745311,1.015784306
376321,Medium,COUNTRY 1,Drug_1,01-11-2014,10.3370707,2.236763615,4.621440831,2.251865757,1.244241616
376321,Medium,COUNTRY 1,Drug_1,01-12-2014,21.59041704,3.940330117,5.479342187,2.324360848,1.946061413
376321,Medium,COUNTRY 1,Drug_1,01-01-2015,14.96120672,4.244048518,3.525220472,1.504435591,0.704075893
376321,Medium,COUNTRY 1,Drug_1,01-02-2015,10.27046369,3.092906087,3.320651646,1.961529189,1.026666347
376321,Medium,COUNTRY 1,Drug_1,01-03-2015,4.995520758,1.467529838,3.404033518,1.53198265,1.298667822
376321,Medium,COUNTRY 1,Drug_1,01-04-2015,5.000436994,1.320330457,3.787261718,1.40543986,1.024224661
376321,Medium,COUNTRY 1,Drug_1,01-06-2015,14.7022778,4.81976695,3.050412593,1.050421208,0.717537026
376321,Medium,COUNTRY 1,Drug_1,01-07-2015,17.65797968,3.256838153,5.42181676,2.368417494,1.374533966
376321,Medium,COUNTRY 1,Drug_1,01-08-2015,18.98529243,4.009832194,4.734685022,2.52022321,1.519411755
376321,Medium,COUNTRY 1,Drug_1,01-09-2015,11.92084804,2.021715731,5.896401685,2.926906666,1.725351401
376321,Medium,COUNTRY 1,Drug_1,01-10-2015,5.014653897,1.574074747,3.18577876,1.294860708,0.685032076
376321,Medium,COUNTRY 1,Drug_1,01-11-2015,13.78122338,3.805068184,3.621807209,1.850794331,0.961749094
376321,Medium,COUNTRY 1,Drug_1,01-12-2015,14.44723543,4.686133202,3.082975837,0.9335733,1.067242086
376321,Medium,COUNTRY 1,Drug_1,01-01-2016,10.92385223,2.840049572,3.846359704,1.326677641,0.929550652
376321,Medium,COUNTRY 1,Drug_1,01-02-2016,10.05368252,3.042659177,3.304242091,1.132464289,0.752712147
376321,Medium,COUNTRY 1,Drug_1,01-03-2016,15.5110655,3.794221138,4.088076297,1.871943972,1.340217289
376321,Medium,COUNTRY 1,Drug_1,01-04-2016,5.068258115,1.481746719,3.420461844,1.511539983,0.883226395
376321,Medium,COUNTRY 1,Drug_1,01-05-2016,8.976299013,2.145252603,4.184262031,1.778548622,1.028374823
376321,Medium,COUNTRY 1,Drug_1,01-06-2016,14.92959265,3.735064126,3.997144934,1.688791492,1.329990374
376321,Medium,COUNTRY 1,Drug_1,01-07-2016,21.6009174,3.154610856,6.847411102,3.569788743,1.919513976
376321,Medium,COUNTRY 1,Drug_1,01-08-2016,12.26179411,2.143680057,5.719973962,2.823472887,1.957685002
376321,Medium,COUNTRY 1,Drug_1,01-09-2016,14.88601457,2.780014361,5.354653839,2.970629263,1.871849913
376321,Medium,COUNTRY 1,Drug_1,01-10-2016,12.30158522,2.99310787,4.109970557,1.893725536,1.142413931
376321,Medium,COUNTRY 1,Drug_1,01-11-2016,14.92959265,4.214004885,3.542851292,1.094337021,1.091367543
376321,Medium,COUNTRY 1,Drug_1,01-12-2016,14.97325771,2.385267973,6.277390162,3.037930073,2.147009116
376321,Medium,COUNTRY 1,Drug_1,01-01-2017,12.22373108,2.529968428,4.831574554,1.862615822,1.678748422
376321,Medium,COUNTRY 1,Drug_1,01-02-2017,20.22857324,3.567258503,5.670621634,2.782047176,1.835805923
376321,Medium,COUNTRY 1,Drug_1,01-03-2017,20.4417011,3.581325419,5.707859161,2.422714206,1.91135063
376321,Medium,COUNTRY 1,Drug_1,01-04-2017,20.16968914,3.09551843,6.515770975,3.63358048,2.408728307
376321,Medium,COUNTRY 1,Drug_1,01-05-2017,20.81318017,2.374916619,8.763751957,4.583658149,2.867877746
376321,Medium,COUNTRY 1,Drug_1,01-06-2017,33.1026714,3.902336399,8.482782624,4.482422936,2.578070154
376321,Medium,COUNTRY 1,Drug_1,01-07-2017,21.29207209,3.670829577,5.800343395,2.381942504,2.23255724
376321,Medium,COUNTRY 1,Drug_1,01-08-2017,33.38814527,5.881170144,5.677126227,3.044128612,1.726147393
376321,Medium,COUNTRY 1,Drug_1,01-09-2017,12.83361578,1.968519008,6.519426902,3.23243682,2.367235852
376321,Medium,COUNTRY 1,Drug_1,01-10-2017,20.64092051,3.280313349,6.292362441,2.923566821,2.354166025
376321,Medium,COUNTRY 1,Drug_1,01-11-2017,21.03336858,3.276974834,6.418532227,3.734974291,2.310828331
376321,Medium,COUNTRY 1,Drug_1,01-12-2017,13.36169508,2.156706701,6.195415944,3.599197493,2.267631091
376321,Medium,COUNTRY 1,Drug_1,01-01-2018,18.85921473,3.550388466,5.311873591,2.805201097,1.860326873
376321,Medium,COUNTRY 1,Drug_1,01-02-2018,14.05570824,2.16054904,6.505618702,3.328074028,1.742044843
376321,Medium,COUNTRY 1,Drug_1,01-03-2018,21.27281391,3.135026822,6.78552852,3.216865945,2.347832046
376321,Medium,COUNTRY 1,Drug_1,01-04-2018,21.57356869,3.113572419,6.928879687,4.048696461,2.089902043
376321,Medium,COUNTRY 1,Drug_1,01-05-2018,19.71464267,3.049605309,6.46465384,3.031570233,2.120630945
376321,Medium,COUNTRY 1,Drug_1,01-06-2018,21.61413246,2.941586474,7.347780747,3.571035653,2.090406731
376321,Medium,COUNTRY 1,Drug_1,01-07-2018,12.30158522,2.590222215,4.749239332,2.65270503,1.196700283
376321,Medium,COUNTRY 1,Drug_1,01-08-2018,28.21653007,6.3308171,4.457012361,2.247605566,1.213525506
376321,Medium,COUNTRY 1,Drug_1,01-09-2018,14.97352839,2.693645297,5.558834493,2.921840129,1.384594867
376321,Medium,COUNTRY 1,Drug_1,01-10-2018,14.98198194,3.581444618,4.183223123,1.648207433,0.968135281
376321,Medium,COUNTRY 1,Drug_3,01-02-2014,3.675329659,2.602182476,1.41240274,0.618593058,0.497671691
376321,Medium,COUNTRY 1,Drug_3,01-03-2014,12.93653029,5.402294592,2.394636218,0.555072817,0.33880718
376321,Medium,COUNTRY 1,Drug_3,01-04-2014,3.675329659,18.12886264,0.202733604,0.113625868,0.070455614
376321,Medium,COUNTRY 1,Drug_3,01-07-2014,5.236530289,3.178197634,1.647641491,0.029465077,0.591492982
376321,Medium,COUNTRY 1,Drug_3,01-08-2014,3.675329659,1.991198938,1.845787274,0.01702173,0.071595871
376321,Medium,COUNTRY 1,Drug_3,01-09-2014,7.436530289,4.247010884,1.751003351,0.317028022,0.465358949
376321,Medium,COUNTRY 1,Drug_3,01-10-2014,2.993976317,2.259922313,1.324813822,0.418805358,0.510690714
376321,Medium,COUNTRY 1,Drug_3,01-11-2014,2.993976317,4.625307984,0.647303126,0.338274405,0.237958321
376321,Medium,COUNTRY 1,Drug_3,01-12-2014,2.993976317,1.018816442,2.938680801,1.394150494,1.096791721
376321,Medium,COUNTRY 1,Drug_3,01-02-2015,1.936530289,25.42836592,0.076156301,0.043204572,0.023336053
376321,Medium,COUNTRY 1,Drug_3,01-07-2015,1.936530289,1.392231887,1.39095384,0.745911251,0.130537501
376321,Medium,COUNTRY 1,Drug_3,01-08-2015,4.171735268,4.289632669,0.972515735,0.030386324,0.304885742
376321,Medium,COUNTRY 1,Drug_3,01-09-2015,3.714919353,2.540811203,1.462099722,0.485744763,0.578892541
376321,Medium,COUNTRY 1,Drug_3,01-10-2015,4.613072137,4.160315959,1.108827354,0.564235739,0.056963726
376321,Medium,COUNTRY 1,Drug_3,01-11-2015,4.689456767,3.421407782,1.370621997,0.405564487,0.451761107
376321,Medium,COUNTRY 1,Drug_3,01-12-2015,14.72322927,3.555173197,4.141353586,2.087729413,1.502057917
376321,Medium,COUNTRY 1,Drug_3,01-01-2016,5.210781547,1.536072613,3.392275536,1.361937017,0.949983482
376321,Medium,COUNTRY 1,Drug_3,01-02-2016,6.49441266,1.81640804,3.57541506,1.693598231,0.827611495
376321,Medium,COUNTRY 1,Drug_3,01-03-2016,6.49441266,1.500931625,4.326921061,1.809973675,0.903111041
376321,Medium,COUNTRY 1,Drug_3,01-04-2016,5.352593953,2.230119685,2.40013753,0.54084966,0.166324225
376321,Medium,COUNTRY 1,Drug_3,01-05-2016,11.64753808,4.317970937,2.69745634,0.873839302,0.435146247
376321,Medium,COUNTRY 1,Drug_3,01-06-2016,5.352593953,1.799763459,2.974054133,1.271526116,1.131949433
376321,Medium,COUNTRY 1,Drug_3,01-07-2016,6.49441266,1.798473021,3.611070383,1.740121988,1.037690898
376321,Medium,COUNTRY 1,Drug_3,01-08-2016,4.110781547,1.601490613,2.566847107,1.067342543,0.211685826
376321,Medium,COUNTRY 1,Drug_3,01-09-2016,4.110781547,1.674477194,2.454964189,0.388150649,0.671174871
376321,Medium,COUNTRY 1,Drug_3,01-10-2016,4.110781547,3.231560575,1.272073183,0.491481936,0.322414532
376321,Medium,COUNTRY 1,Drug_3,01-11-2016,4.110781547,1.761911387,2.33313751,0.513116578,0.208470727
376321,Medium,COUNTRY 1,Drug_3,01-12-2016,6.310781547,1.844023247,3.422289582,0.975806425,1.251592331
376321,Medium,COUNTRY 1,Drug_3,01-01-2017,5.352593953,14.47248178,0.369846308,0.211323774,0.127881905
376321,Medium,COUNTRY 1,Drug_3,01-02-2017,4.110781547,1.646532409,2.496629598,1.056610528,0.717794752
376321,Medium,COUNTRY 1,Drug_3,01-03-2017,5.167862769,8.446662041,0.611823078,0.311152455,0.201774654
376321,Medium,COUNTRY 1,Drug_3,01-04-2017,7.852925704,3.528611999,2.225499915,0.954229494,0.474625163
376321,Medium,COUNTRY 1,Drug_3,01-05-2017,8.356016794,4.996586174,1.672345178,0.667005012,0.21209823
376321,Medium,COUNTRY 1,Drug_3,01-06-2017,1.713560604,2.150295336,0.796895466,0.337291255,0.30851498
376321,Medium,COUNTRY 1,Drug_3,01-07-2017,1.812162831,4.592931236,0.394554749,0.228226785,0.145792694
376321,Medium,COUNTRY 1,Drug_3,01-08-2017,3.974624261,2.086626414,1.904808755,0.600502214,0.740527673
376321,Medium,COUNTRY 1,Drug_3,01-10-2017,3.919567603,1.999179273,1.960588355,1.137714445,0.02492764
376321,Medium,COUNTRY 1,Drug_3,01-11-2017,2.817902696,2.636590239,1.06876778,0.59230887,0.361344789
376321,Medium,COUNTRY 1,Drug_3,01-12-2017,2.643886544,1.297762173,2.037265841,0.409989787,0.235291411
